"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"702",1.1712,1.4443,0.637,0.5466,1.0021,0.7737,0.9276,0.9783,1.3137,0.3796,0.3707,0.4435,0.9086,1.167,1.2473,0.861,0.9917,0.5745,0.5818,0.4694,0.4154,1.3346,0.8672,1.1315,0.9025,1.2939,1.2865,1.783,1.0262,1.2478,0.747,0.9448,1.2187,1.2361,1.5332,1.2522,1.2334,1.3939,0.4283,1.1139,1.2073,1.3799,1.0119,1.3166,1.2817,0.5341,1.6785,1.4413,1.4006,0.8124,1.1652,1.002,1.0041,1.8498,1.5753,2.753,1.5856,0.6024,1.2598,0.5029,0.897,1.4984,1.0011,1.4293
"703",1.2576,1.3842,1.0979,0.2294,1.4144,1.2394,0.5584,0.5216,0.4864,0.465,1.1641,1.7337,0.6752,0.327,0.422,0.6051,1.673,0.9258,0.891,0.6206,0.5416,0.7541,0.3621,1.4804,0.887,0.6617,0.4912,0.9258,0.599,1.2014,1.0687,0.7004,0.738,0.7785,0.8098,0.5528,0.3993,1.0911,0.8574,0.3308,0.3521,0.2826,0.3621,0.7756,1.1614,0.5904,0.3836,1.7196,0.754,1.1196,1.0408,0.2989,1.6976,1.171,0.4097,0.9819,1.1046,0.7504,0.9014,0.5132,0.7116,1.756,0.9518,0.3621
"704",0.7288,0.5966,1.4426,0.3401,1.6012,1.2903,0.5485,1.493,0.8946,1.2405,1.3684,1.0083,0.6989,0.3582,0.5273,0.2632,0.6019,0.8726,0.8962,0.4421,0.2822,0.9331,0.8457,0.4845,0.7359,0.3354,0.321,0.1881,0.3216,0.3011,0.1879,0.5747,0.3383,0.3281,0.7742,0.4586,0.5106,0.9866,0.9904,0.5505,0.6149,0.3132,0.4618,0.96,1.2137,0.7599,1.0713,0.905,1.3936,0.8367,0.6805,0.6385,0.651,0.7973,0.3903,0.6675,0.9892,0.596,0.948,0.4371,0.5599,0.8848,0.76,0.3818
"705",0.4549,0.3881,0.3683,0.1905,0.2732,0.3672,0.6976,0.5862,0.3135,0.2357,0.1613,0.1801,0.4022,0.5843,0.5504,0.492,0.7316,1.0113,0.9721,0.1859,0.3929,0.5821,0.7892,0.2108,0.2466,0.3299,0.2657,0.1504,0.2118,0.3018,0.2847,0.4573,0.2499,0.3314,0.3564,0.2505,0.4881,0.4304,0.3245,0.3394,0.3242,0.2377,0.3484,0.3469,0.4214,0.4141,0.7473,0.3761,0.4501,0.5709,0.6738,0.353,0.5699,0.4608,0.3072,0.4716,0.2588,0.1674,0.2047,0.6978,0.3103,0.524,1.2444,0.3673
"706",0.8795,0.704,0.4871,0.2379,0.778,1.543,1.2049,1.3103,0.6627,1.2818,1.571,0.8427,0.9128,1.4962,0.6234,0.3602,0.4862,2.1685,1.8861,1.0598,0.3067,0.6233,1.4643,1.2843,0.6754,0.6277,0.5446,0.3763,0.5879,0.5343,0.3654,0.7858,0.2749,0.3635,0.189,0.5682,0.6033,0.3786,0.716,0.8622,0.5328,0.7133,0.4271,0.6844,0.736,0.4041,0.7378,0.6224,0.4465,0.4382,0.6672,0.4939,0.6512,0.3753,0.631,0.3074,1.3296,0.7782,0.9623,0.8663,0.8625,0.3525,1.5172,0.8888
"707",0.298,0.2184,0.1901,0.2119,1.3625,1.1049,0.7092,1.038,1.1705,0.5534,1.2512,1.1019,0.5231,0.7499,0.1686,0.2845,0.2469,1.3992,1.2686,0.686,0.1632,0.5305,0.5076,0.1037,0.1525,0.2217,0.3413,0.0456,0.1315,0.1666,0.5501,0.2073,0.1361,0.1688,0.0812,0.2851,0.1852,0.5038,0.2955,0.3022,0.2955,0.2966,0.0643,0.3069,1.5804,0.6834,0.7026,1.3405,0.4716,1.363,0.5345,0.6411,0.4521,0.4632,0.2922,0.3523,0.5498,1.6173,1.3569,1.8862,0.3153,0.5403,2.8403,1.5982
"708",0.7607,0.2825,0.389,0.5201,0.568,0.8081,0.4125,0.4198,0.5,0.5071,0.3218,0.6048,0.1736,0.3812,0.8878,0.5793,0.4667,0.717,0.6541,0.3664,0.3572,0.7008,0.429,0.9708,0.7167,0.6404,0.6739,0.4504,0.7598,0.4947,0.6902,0.1609,0.2828,0.361,0.3576,0.4328,0.3166,0.3018,0.1582,1.0454,0.5393,0.6532,0.1669,0.2987,0.4412,0.4014,0.3989,0.69,1.0296,0.3935,0.5147,0.2141,0.8373,0.4716,0.408,0.5722,0.185,0.3357,0.2337,0.4229,0.4075,0.2081,0.2381,0.3806
"709",0.2146,0.1583,0.2517,0.5149,1.2269,1.6497,1.0687,1.5517,1.0591,0.8635,2.216,1.3425,1.7498,0.4023,0.233,0.2591,0.4806,1.213,1.2048,1.7039,0.2227,0.3215,0.3886,3.4658,2.1795,1.5392,2.4283,0.1564,0.1545,0.3053,0.2757,0.1915,0.3014,0.2461,1.7955,3.31,2.3398,1.2928,2.0784,2.597,1.6403,3.0626,2.7216,1.9822,2.2044,0.56,0.9447,2.1056,2.1305,1.7597,0.3039,2.0964,0.4735,0.1579,0.0338,0.1405,2.1026,1.6897,0.999,1.3723,1.3457,0.0917,1.9598,0.7398
"710",0.4178,0.371,0.4054,0.2123,0.4806,0.4982,0.7115,0.5107,0.1986,0.459,0.6927,0.5029,0.8067,0.885,0.1844,0.2152,0.7654,1.2729,1.215,0.7785,0.2161,0.8003,1.1626,0.477,0.3619,0.3727,0.4789,0.2545,0.3756,0.4137,0.2335,0.322,0.2422,0.2352,0.5443,0.5541,0.363,0.3624,0.4357,0.7093,0.4988,0.3907,0.3891,0.4347,1.0741,0.619,0.5534,1.0128,0.7772,0.3851,0.4761,0.4984,0.3475,0.2295,0.3372,0.2513,0.6257,0.2806,0.3545,0.4807,0.5679,0.212,1.363,0.2382
"711",0.108,0.2084,0.1093,0.1332,0.1475,0.2889,0.3535,0.4687,0.2428,0.2675,0.4945,0.3795,0.5392,1.3683,0.1345,0.1525,0.1799,1.3553,1.2463,0.8559,0.0749,0.9899,1.0844,0.5336,0.3439,0.4962,0.6316,0.1515,0.1257,0.1606,0.079,0.0761,0.2108,0.2299,0.7228,0.4422,0.3922,0.3059,0.5717,0.8418,0.3211,0.3586,0.8309,0.5128,0.693,0.5212,0.8566,1.1643,0.9567,0.6027,0.1027,0.6094,0.0975,0.0895,0.1063,0.0639,0.7939,0.3097,0.2413,0.4291,0.5306,0.0851,0.6938,0.1988
"712",0.6097,0.3283,0.4247,0.4402,1.1188,1.12,0.966,0.8256,0.781,0.7004,0.9134,1.1282,0.8472,1.0836,0.5256,0.6474,0.7885,1.6091,1.5377,0.4594,0.7525,0.8171,1.038,1.2579,0.6836,1.4468,1.4169,0.4089,1.1351,0.7863,0.9017,1.1936,0.627,0.7912,0.6873,0.9444,0.6714,1.1144,1.5212,1.2018,0.8189,0.7379,0.7314,0.7676,0.9964,0.9267,0.6579,1.3028,0.9712,0.64,1.9796,0.704,0.5841,0.8198,0.2906,0.9296,0.5496,0.152,0.6804,0.9405,0.4765,0.4473,1.5876,0.4711
"713",0.2885,0.2806,0.3219,0.1163,0.4763,0.3276,0.5214,0.301,0.1924,0.392,0.3505,0.2058,0.6607,0.4175,0.2912,0.2439,0.5096,0.231,0.2148,0.5271,0.4076,0.1545,0.2104,0.7321,0.5507,0.2933,0.3853,0.2967,0.2213,0.0364,0.2992,0.0264,0.1834,0.1877,0.2371,0.3063,0.2619,0.2224,0.4513,0.2698,0.1359,0.1859,0.1831,0.1952,0.4517,0.127,0.2847,0.2417,0.1798,0.043,0.0802,0.058,0.4471,0.1432,0.3478,0.1561,0.392,0.2586,0.2297,0.3227,0.6944,0.1979,0.1362,0.3969
"714",0.0493,0.0841,0.1129,0.1344,0.1365,0.1696,0.3195,0.2724,0.07,0.2995,0.2179,0.1634,0.1655,0.192,0.1116,0.096,0.1112,0.1131,0.1038,0.049,0.0493,0.1749,0.0866,0.1402,0.2329,0.1314,0.1643,0.0534,0.1092,0.0791,0.1799,0.4508,0.1779,0.2432,0.0462,0.0684,0.1714,0.1704,0.1855,0.1,0.0253,0.1126,0.248,0.257,0.9731,0.6294,0.0951,0.66,0.2507,0.3045,0.2245,0.1308,0.1458,1.6215,0.2969,1.1724,0.6231,0.7125,0.2908,1.6862,0.4863,0.9788,3.7097,10.596
"715",0.1756,0.1497,0.1525,0.3765,0.281,0.5425,0.3086,0.2629,0.2017,0.3193,0.3729,0.4637,0.3693,0.2777,0.2824,0.2862,0.6299,0.4746,0.4827,0.8827,0.384,0.2378,0.1583,0.1553,0.1075,0.1376,0.2153,0.0321,0.04,0.0613,0.1456,0.2462,0.6031,0.317,0.8431,0.4558,0.8571,0.6957,0.6815,0.4643,0.6381,0.7591,0.7504,0.7562,1.5021,1.8352,0.9231,1.026,1.0232,0.7729,0.5878,1.1328,0.9447,0.406,0.155,0.189,0.51,0.3676,0.3317,0.3859,0.5575,0.269,0.59,0.269
"716",0.7798,0.6302,0.595,0.1545,0.6398,0.6289,1.0221,0.5943,0.765,0.3162,0.4653,0.2274,0.4859,0.9582,1.2768,1.2205,0.811,1.4169,1.3149,0.7801,0.9334,1.4419,1.1765,1.1619,0.7773,1.0793,0.7852,1.2238,1.2664,1.1157,1.32,0.8572,0.4998,0.5882,0.7076,0.5919,0.8344,1.0708,0.2898,0.4725,0.6347,0.4657,0.5006,0.983,1.1232,0.635,0.9539,1.0267,0.9306,0.6035,1.0172,0.431,0.8852,1.1379,0.8428,1.2461,0.9918,0.2506,0.7419,0.3399,0.4255,1.0545,1.2528,1.6874
"717",0.1868,0.2022,0.2165,0.1237,0.7193,0.7581,0.4442,0.5073,0.1473,0.4867,0.6387,0.5318,0.8004,0.5705,0.2321,0.1616,0.6451,1.5943,1.5543,0.8224,0.1421,1.6359,1.6417,1.0739,0.7188,0.7267,0.4056,0.1532,0.1557,0.1681,0.1626,0.2874,0.255,0.2517,1.0092,0.6382,1.069,1.3367,1.0844,0.5161,1.0214,0.3515,0.8094,0.9419,1.5962,1.3443,1.5179,1.5475,0.9264,1.6464,0.3287,0.6265,0.6628,0.1829,0.161,0.2636,1.1841,0.4233,0.7012,0.3642,0.8212,0.4405,0.7125,0.193
"718",1.4251,1.3308,0.9177,0.2913,1.2778,1.2929,1.854,1.1049,1.7118,0.7374,0.9502,0.8998,1.3148,1.2661,2.0045,1.5226,1.3485,1.581,1.6104,1.0944,1.7402,2.4577,2.0937,1.345,0.5837,0.7354,0.5506,0.6874,0.9428,1.1111,0.9044,1.597,0.9684,0.7647,1.2991,1.2891,0.9252,1.5591,0.8067,1.0229,1.1643,0.7969,0.9163,2.3781,1.255,1.3658,1.7059,1.3738,1.4067,0.8674,1.3121,0.9156,1.0919,2.2313,1.4899,1.9196,1.7902,1.0653,1.1004,0.5885,0.6881,1.8723,2.7702,1.6098
"719",1.3965,1.3233,1.9328,0.1126,2.3748,1.8883,2.2664,1.532,1.4518,2.2351,2.3264,1.9558,2.1011,0.9098,0.7407,0.4242,1.6407,2.4143,2.9631,1.3677,0.3392,2.5709,1.3896,0.7077,0.5347,0.2653,0.2204,0.2008,0.2288,0.1964,0.1701,0.5398,0.5525,0.2675,1.2136,0.4363,0.6998,1.4955,1.0566,0.5407,0.5322,0.227,0.4854,3.5767,2.8476,1.5186,1.5192,2.4117,1.3614,1.3578,0.3916,0.5059,1.2289,2.6815,2.6254,2.9636,1.7819,1.7579,2.4759,1.5475,1.2678,1.926,2.3076,1.228
"720",1.6299,1.1786,1.2623,3.555,2.7157,1.6038,1.0079,1.375,3.186,2.1449,2.4622,1.6588,0.7114,0.8153,4.772,3.2824,2.0254,1.3163,1.2621,2.2519,2.1535,1.4234,1.4752,1.3071,2.1472,1.5803,1.4815,3.1018,3.4745,3.3249,3.2075,2.7066,1.7222,1.7455,1.3895,2.7551,1.2055,1.7243,1.6886,3.3565,2.1287,1.6157,2.3729,0.6845,2.8864,1.509,0.7538,2.1864,1.3819,2.4008,2.7665,2.1156,2.5094,2.1341,1.4772,2.5586,0.2414,1.2605,1.9848,2.0457,1.3054,1.7819,2.1029,3.273
"721",2.7474,2.1341,1.947,0.1136,1.3426,2.8657,1.8942,0.5932,0.5695,2.243,1.4997,1.2974,0.6752,1.5516,2.8744,1.2801,1.7113,2.7081,3.2431,1.4583,1.0218,1.6097,0.9966,1.18,1.0896,0.4738,0.1673,0.8733,3.6687,2.5754,1.2052,2.4011,0.3554,0.335,0.2871,0.3675,0.3287,1.6225,0.6649,1.1755,0.3775,0.2524,0.1466,1.4744,0.7074,0.2812,0.3729,0.9672,0.9951,0.1978,1.8374,0.0827,2.0749,1.3787,1.7979,1.4079,1.3271,1.0372,2.4805,1.2148,2.0067,0.739,3.5091,4.8692
"722",1.1862,0.8098,1.1296,0.67,0.9395,1.5547,1.5789,2.0397,1.9852,1.7051,1.6863,1.8702,1.5583,2.6954,0.8483,0.7457,1.246,1.0562,0.9698,1.7163,0.6462,1.923,1.1278,1.34,1.0126,0.5445,1.0131,0.7412,0.8905,0.8292,0.5484,0.5287,2.5948,1.5978,1.3473,1.2874,3.1011,1.0476,1.3154,1.3418,1.2347,1.3717,0.7875,2.0485,1.117,0.9287,1.4118,0.864,1.4682,1.4457,0.719,1.2593,0.7947,0.7336,1.2744,0.8582,1.6755,1.8833,1.6596,1.4529,1.7085,0.4487,1.3138,2.8682
"723",0.1016,0.1136,0.153,0.1024,0.1844,0.1879,0.3572,0.2396,0.1208,0.1578,0.1505,0.1699,0.2312,0.1573,0.0994,0.092,0.3359,0.1304,0.1175,0.3021,0.0458,0.2143,0.1592,0.2517,0.1996,0.1275,0.1464,0.0744,0.1131,0.1102,0.2033,0.1413,0.2429,0.2093,0.1323,0.202,0.1871,0.1829,0.1914,0.1246,0.1162,0.1553,0.14,0.2221,0.3087,0.1864,0.2449,0.1883,0.2066,0.1379,0.1437,0.1516,0.322,0.0893,0.1153,0.1149,0.1608,0.2714,0.1064,0.3104,0.3792,0.1024,0.1299,0.1231
"724",1.3037,0.7198,1.1705,0.8844,0.9215,0.7311,2.0973,1.5115,2.0785,0.8934,2.2897,1.5588,0.924,3.5704,2.3078,2.539,1.5311,2.7416,3.4265,1.9518,1.536,2.712,3.6969,0.9706,2.1201,2.8545,2.8688,1.5738,3.1432,2.683,2.343,2.2403,1.6702,1.8569,0.9807,1.7784,1.2347,1.257,2.0832,1.2829,1.7867,1.8424,2.0284,1.0602,1.1572,1.3925,1.5127,1.2927,1.636,1.7378,2.6512,1.7374,1.371,1.8521,0.75,2.3881,0.4516,0.1635,1.2589,3.2891,1.2135,1.2164,1.0654,1.251
"725",0.8012,0.7931,0.5274,0.3944,0.4047,0.6709,0.7525,0.5421,0.6257,0.5719,0.4473,0.6271,0.5427,1.9299,1.1508,0.5156,0.5187,1.0742,0.9628,1.3587,0.2106,1.7576,2.1162,0.7805,0.8204,0.8802,1.2354,0.7982,1.7168,1.0075,0.7585,0.8782,1.3587,1.4703,0.8601,1.3582,1.3502,1.0403,1.1249,1.6292,2.517,1.7903,0.6128,1.7069,0.74,1.1549,0.9914,0.5716,1.8044,1.6829,0.9755,1.2954,0.5783,0.6537,1.244,0.5143,0.6618,0.6165,0.7584,1.0318,0.6634,0.3841,0.6245,0.7859
"726",0.2172,0.1379,0.1624,0.0777,0.2378,0.2155,0.4457,0.2199,0.1335,0.6477,0.0985,0.15,0.1979,0.0808,0.0725,0.0537,0.0977,0.1091,0.0965,0.1288,0.0058,0.0904,0.0592,0.1458,0.1162,0.1292,0.1028,0.0566,0.0935,0.0611,0.1611,0.4562,0.1169,0.1405,0.3808,0.102,0.1412,0.4818,0.3492,0.0753,0.252,0.3486,0.0627,0.0837,0.274,0.0523,0.0787,0.0819,0.2324,0.0502,0.1399,0.0144,0.1444,0.4649,0.1848,0.3598,0.1086,0.2299,0.1096,0.3196,0.2978,0.2027,0.132,0.1545
"727",3.3913,2.5668,3.7319,4.0133,4.2879,5.1585,2.8405,6.8949,6.0901,2.8653,4.5896,4.1744,4.4458,0.7734,0.8979,1.463,2.6763,2.5571,2.4745,2.9717,3.028,1.8948,0.875,1.9114,2.088,2.0149,2.3842,3.2475,3.3105,3.4176,3.9881,4.067,1.6664,4.3762,4.77,3.9407,2.3519,4.5505,4.1644,2.9499,4.6692,5.0901,3.3503,2.7269,2.6246,0.9817,1.933,1.7162,2.3821,2.1477,2.5424,2.5002,4.165,2.8839,1.7392,2.1719,5.5384,3.4263,3.2737,4.3269,1.6195,1.311,5.0707,2.034
"728",0.8177,0.6514,0.6281,0.3322,0.8515,0.7833,1.1911,0.8924,0.8877,0.684,1.3937,1.3349,0.625,0.8564,0.6494,0.749,1.1877,1.3503,1.1213,0.9942,0.4797,0.5829,1.0827,0.7488,0.582,0.6222,1.0319,0.4832,0.5878,0.8454,1.6154,1.5684,0.5177,0.4869,0.3254,0.3445,0.3134,0.594,0.9969,0.4834,0.44,0.3302,0.5658,0.245,0.8683,1.0364,0.4889,0.7217,0.3355,0.5707,1.1005,0.3809,0.7296,1.4496,0.6012,1.4885,0.1974,0.6949,0.9476,0.4965,0.6636,1.1199,0.1028,0.1512
"729",0.3627,0.1651,0.2072,0.3481,0.7065,0.5304,0.7285,0.214,0.1278,1.2683,0.1991,0.3204,0.343,0.5147,1.2902,1.2246,0.5622,0.3389,0.3193,0.1464,0.39,0.1677,0.2855,0.2091,0.9789,1.6461,1.9199,0.3273,0.2171,0.8837,0.8522,0.1697,0.1218,0.6556,0.0653,0.0721,0.0641,0.1794,0.2646,0.6449,0.3001,0.5796,0.3799,0.3293,0.5328,0.2223,2.7208,0.2935,0.3236,1.1807,1.4182,2.2492,1.7457,0.6966,1.2897,0.1857,1.9112,1.2384,2.094,0.8892,0.8471,0.5216,0.167,0.8361
"730",0.2442,0.1698,0.7714,0.25,3.5252,1.0436,0.6521,0.3037,0.1804,3.004,1.26,0.4109,0.3217,0.237,0.6436,0.2455,0.5432,0.236,0.215,0.3256,0.1813,0.2226,0.1066,1.2304,0.3821,0.3722,0.293,0.1023,0.4168,1.0611,1.8396,0.4188,0.1724,0.1767,0.0817,0.082,0.0922,0.2648,0.2549,0.1357,0.043,0.141,0.0886,0.1062,0.7896,0.1959,0.1025,0.2961,0.3904,0.1794,0.5549,0.0493,0.4704,0.9976,0.7595,1.5536,0.2324,0.2373,1.0998,0.4394,1.6531,0.5653,0.0738,0.7516
"731",0.61,1.4927,0.9559,1.3411,1.2116,0.3548,0.9848,0.5764,0.4022,0.5969,0.6269,0.6976,0.8445,0.8241,1.6934,2.132,1.9738,1.4176,1.3276,1.9833,1.0686,0.5967,0.7499,0.1576,0.2056,0.2764,0.2701,0.1196,0.2388,0.2099,0.2632,1.3128,0.4581,0.5895,0.2821,0.8091,0.2665,0.8628,0.4071,0.4801,0.795,0.7669,1.6263,0.2672,0.8843,0.8771,0.2408,0.6389,0.76,1.3068,1.4263,0.6341,0.8181,0.8801,0.6332,0.8879,0.4289,0.4183,0.8201,0.7795,0.6419,0.7704,0.4976,1.1246
"732",0.199,0.1094,0.1719,0.1037,0.5523,0.5176,0.5537,0.366,0.2037,0.596,0.3225,0.2442,0.4062,0.2081,0.1668,0.0921,0.246,0.3404,0.3142,0.1859,0.1165,0.4054,0.1415,0.1989,0.1968,0.2936,0.1807,0.0906,0.105,0.133,0.3134,0.2365,0.1955,0.171,0.2562,0.1766,0.2735,0.4562,0.1896,0.403,0.2051,0.1212,0.1233,0.4479,0.3911,0.1555,0.2864,0.1083,0.3409,0.1778,0.2577,0.0476,0.4485,0.2993,0.1513,0.2949,0.4645,0.3308,0.4323,0.4138,0.6063,0.2114,0.2464,0.1616
"733",0.2281,0.651,0.3658,0.1775,0.5525,0.378,0.6157,0.3568,0.3032,0.363,0.3445,0.3345,0.4627,0.4963,0.3419,0.4097,0.6807,0.8221,0.7525,0.2505,0.3179,0.6875,0.4745,0.3133,0.4738,0.397,0.3245,0.4937,1.327,1.1056,0.8337,0.538,0.3279,0.2609,0.0809,0.1101,0.1442,0.2792,0.2609,0.2793,0.182,0.193,0.1848,0.0384,0.4378,0.2184,0.1373,0.2143,0.2601,0.2034,0.6495,0.0897,0.3155,0.2851,0.3542,0.518,0.1164,0.1218,0.4438,0.528,0.5305,0.5965,0.1672,0.3122
"734",0.7752,0.7378,0.3284,0.6945,0.5017,0.8985,0.6428,0.3093,0.4332,0.3515,0.4625,0.6428,0.5697,0.1174,0.4471,0.7165,0.6913,0.4823,0.4207,0.2088,1.2208,0.1578,0.1502,0.3683,0.772,1.6637,1.1332,0.6163,0.3352,0.9518,2.0291,0.7066,0.6698,0.7539,0.8821,1.0084,0.6509,2.5028,0.9244,0.5669,0.7097,1.101,0.7575,0.687,0.4253,0.0573,0.3926,0.1703,0.3634,0.4823,0.6493,0.4235,1.1978,0.7057,0.3142,0.5278,1.5826,0.5157,0.386,0.5015,0.4559,0.4142,0.408,1.3394
"735",4.067,4.043,4.8758,2.8206,4.5766,4.9695,5.713,5.2422,8.1499,9.6885,7.5859,10.384,9.7855,4.5268,4.53,5.0613,2.8738,3.3869,4.2945,5.1886,6.4623,4.0641,5.0949,5.0284,4.3293,5.3501,5.1478,4.4888,6.8303,4.0882,4.9672,3.8845,2.8952,4.167,4.555,4.5409,5.1191,4.153,4.1959,3.2823,4.6377,4.0676,5.7535,7.3767,5.5202,5.3601,8.3259,3.9604,3.8431,4.8854,3.1615,4.5734,3.6728,5.2075,6.0171,4.1319,6.3576,19.819,7.7451,4.3246,6.2993,5.6311,9.4107,11.121
"736",0.9035,2.4649,1.1433,0.8189,0.8318,1.4537,2.2131,1.4493,1.7122,0.6752,1.4113,0.8009,1.6266,3.9253,1.4312,2.0562,2.1839,2.003,1.8533,0.8149,3.4336,2.5094,2.1482,0.5624,1.6206,0.878,0.8836,0.8145,1.0748,1.6524,1.0414,1.3187,0.9219,1.0989,0.3706,0.5636,0.4297,0.5939,0.9069,1.3099,0.8054,0.637,0.6875,0.5435,1.1584,1.2051,0.8882,0.5814,1.0134,0.8736,1.9918,0.6083,1.4397,1.3741,1.8164,2.112,0.4371,0.3767,0.6895,0.9006,0.9632,2.4042,0.9211,2.4721
"737",0.871,0.3301,0.8084,0.124,0.8207,1.2518,1.0983,1.0859,0.8774,1.3068,0.659,0.4088,0.6711,0.2341,0.894,0.2222,0.4984,1.0968,0.9989,0.2211,0.1511,0.4144,0.2754,0.2437,0.1002,0.2489,0.1343,0.1982,0.0898,0.5182,0.3,0.3073,0.2286,0.3312,0.2897,0.1618,0.1819,0.5301,0.1831,0.427,0.4803,0.2456,0.162,0.562,0.3772,0.1799,0.4018,0.3427,0.6219,0.1027,0.2835,0.1027,0.3833,0.5196,0.7868,1.1497,0.7638,1.2122,0.5664,0.4406,0.6096,0.3743,0.6956,0.2526
"738",0.3023,0.6041,0.3649,0.1795,0.2221,0.2375,0.4667,0.3365,0.3322,0.1702,0.2089,0.2103,0.514,0.236,0.8753,1.4989,0.5262,0.4554,0.4489,0.3383,1.5809,0.3356,0.2378,0.516,0.534,0.5557,0.5166,0.6305,0.5519,0.5189,0.6094,0.5025,0.3614,0.3106,0.646,0.4978,0.6703,0.5247,0.2796,0.4283,0.3698,0.3538,0.378,0.5061,0.4094,0.195,0.5895,0.3145,0.3682,0.5398,0.7138,0.3785,0.5935,0.4979,0.4574,0.6231,0.3499,0.1906,0.3634,0.4659,0.4922,0.7374,0.208,0.3954
"739",1.9053,1.3089,2.0853,0.2204,1.7708,2.1214,1.2462,2.4827,1.4215,1.2123,1.184,0.7622,2.5365,1.1029,1.0266,1.8137,2.5232,3.0942,3.5168,0.8904,1.6956,2.3655,1.7995,1.8642,1.6562,1.3769,1.0788,3.042,2.3873,3.3677,2.3545,1.524,0.8928,0.999,1.5374,0.7951,1.4005,2.0915,0.8302,0.8822,1.3219,1.0761,0.4857,2.2677,2.301,2.0758,2.758,1.7405,1.129,0.9426,1.3837,0.9709,2.6581,1.5027,2.398,2.3707,2.7513,2.348,2.9111,1.1361,1.9419,1.6562,5.14,1.1984
"740",0.7006,0.6404,0.6943,0.135,0.538,0.5351,1.1322,0.6541,0.5696,0.3764,0.3922,0.5306,0.7534,0.2778,0.4885,0.5525,0.8507,0.4767,0.4588,0.2526,0.6146,0.2847,0.2262,0.3332,0.4206,0.4359,0.495,0.2735,0.3039,0.6041,0.6086,0.7596,0.4745,0.4419,0.2311,0.1753,0.2155,0.558,0.3784,0.3226,0.3038,0.2167,0.3295,0.5977,0.6636,0.3787,0.2759,0.2427,0.2572,0.3587,1.4659,0.1993,0.8493,0.947,0.7759,1.4607,0.4552,0.3048,0.7197,0.8603,0.7283,0.9739,0.3307,1.0731
"741",0.2493,0.241,0.3054,0.7542,0.5117,0.5832,0.6182,0.3875,0.4961,1.4998,0.3518,0.3283,0.5219,0.5464,0.2846,0.4422,0.4311,0.3088,0.2704,0.2802,0.133,1.6736,0.2159,0.33,0.2314,0.2683,0.215,0.1703,0.2288,0.3493,0.3643,0.6212,1.208,0.3552,0.1848,0.1899,2.0292,0.5294,0.26,0.4456,0.6084,0.3066,0.1627,4.9143,0.6464,0.6393,0.4611,0.3106,1.1182,0.7998,0.2438,0.4561,0.5579,0.6984,0.6605,0.8758,0.9685,0.8414,3.9429,0.5065,2.2351,1.406,0.3097,0.1152
"742",0.1831,0.9324,0.2683,0.6081,0.2854,0.3732,0.4885,0.5303,0.1999,0.2173,0.1353,0.4031,0.6329,1.5151,0.7504,1.4635,0.437,0.8376,0.81,0.8579,2.0774,1.6721,0.9227,0.1458,0.7374,0.2586,0.1561,0.1011,0.2187,0.2607,0.196,4.0021,3.0807,3.806,2.2816,5.9451,1.8712,3.4142,3.507,3.0138,2.3583,3.9043,2.8745,0.8622,0.5306,0.4153,2.0277,1.105,1.823,0.8602,0.6992,0.9223,0.6787,0.8501,0.4481,0.4317,0.3335,0.167,0.2994,0.6356,0.4747,1.0611,0.7529,0.2495
"743",1.2807,0.7487,1.0479,0.6505,0.2296,0.4428,0.6848,0.5245,0.3494,0.1973,0.4355,0.3411,0.6469,0.8718,1.2355,1.4251,1.2155,1.036,0.9714,0.4607,1.6245,0.4541,0.4406,0.4905,0.5274,0.8648,0.6854,0.5483,0.9969,1.48,2.5593,1.7281,0.66,0.7058,0.2555,0.3051,0.3252,0.3922,0.8228,0.3075,0.3685,0.3975,0.5889,0.2059,0.2795,0.4323,0.3409,0.2573,0.157,0.6017,1.4912,0.5103,0.8183,1.4934,0.7937,1.2765,0.1539,0.4709,0.3251,0.4138,0.5329,1.5581,0.6103,0.4709
